"corpus","user/isabelle.gribomont/react2"
"subcorpus","-"
Item,Frequency (focus),Frequency (reference),Relative frequency (focus),Relative frequency (reference),Score
"montón",675,456192,22.43923,23.28331,0.993
"pensador",163,120412,5.41866,6.14564,0.993
"desconfiar",117,90334,3.88947,4.61050,0.993
"nocivo",176,129036,5.85082,6.58579,0.993
"sinónimo",261,184947,8.67650,9.43940,0.993
"concernir",124,95097,4.12217,4.85360,0.993
"mayoritariamente",193,140419,6.41596,7.16676,0.993
"abril",3942,2599549,131.04514,132.67683,0.993
"capa",1193,796641,39.65927,40.65929,0.993
"efímero",110,86231,3.65676,4.40109,0.993
"augurar",107,84357,3.55703,4.30545,0.993
"simular",308,216238,10.23894,11.03644,0.993
"inestable",145,109306,4.82028,5.57880,0.993
"saldar",121,93744,4.02244,4.78454,0.993
"micrófono",221,159366,7.34677,8.13379,0.993
"abstener",241,172564,8.01164,8.80739,0.993
"estatura",144,108948,4.78704,5.56053,0.993
"individualmente",134,102394,4.45460,5.22603,0.993
"vital",1061,710668,35.27115,36.27136,0.993
"verter",317,222533,10.53813,11.35773,0.993
"alvarado",152,114382,5.05298,5.83787,0.993
"ilimitado",216,156473,7.18055,7.98613,0.993
"rebaja",241,172890,8.01164,8.82403,0.993
"sustancialmente",150,113207,4.98650,5.77790,0.993
"burro",128,98798,4.25514,5.04249,0.993
"sueldo",967,649502,32.14628,33.14954,0.992
"desastre",647,439633,21.50842,22.43817,0.992
"eclesiástico",201,147079,6.68191,7.50668,0.992
"topar",226,163495,7.51299,8.34452,0.992
"interlocutor",189,139276,6.28299,7.10842,0.992
"laborar",333,233836,11.07002,11.93462,0.992
"captura",618,421035,20.54436,21.48895,0.992
"querido",108,86320,3.59028,4.40563,0.992
"sonia",126,98304,4.18866,5.01728,0.992
"tornar",336,236286,11.16975,12.05966,0.992
"consignar",369,258123,12.26678,13.17419,0.992
"cerdo",343,241238,11.40246,12.31240,0.992
"hito",292,207876,9.70705,10.60966,0.992
"degradar",167,125813,5.55163,6.42129,0.992
"suplir",151,115406,5.01974,5.89014,0.992
"legión",141,108875,4.68731,5.55681,0.992
"médula",114,91164,3.78974,4.65286,0.992
"ceñir",121,95825,4.02244,4.89076,0.992
"gritar",759,514899,25.23167,26.27962,0.992
"voluntariamente",157,119743,5.21920,6.11149,0.992
"socialización",124,98112,4.12217,5.00748,0.992
"acompañante",266,191789,8.84272,9.78860,0.991
"arraigar",161,122855,5.35217,6.27032,0.991
"razonar",223,163650,7.41326,8.35243,0.991
"marín",210,155219,6.98110,7.92213,0.991
"cacao",160,122383,5.31893,6.24623,0.991
"biotecnología",112,90943,3.72325,4.64159,0.991
"empecer",111,90316,3.69001,4.60958,0.991
"heroína",116,93630,3.85622,4.77873,0.991
"recíproco",102,84504,3.39082,4.31295,0.991
"noveno",300,214638,9.97299,10.95478,0.991
"ostentar",334,237005,11.10327,12.09636,0.991
"trabar",101,83951,3.35757,4.28473,0.991
"deficiente",187,140529,6.21650,7.17238,0.991
"cono",228,167483,7.57947,8.54807,0.991
"indudable",117,94651,3.88947,4.83084,0.991
"consecución",184,138695,6.11677,7.07877,0.991
"clausurar",149,115720,4.95325,5.90616,0.991
"equiparar",117,94717,3.88947,4.83420,0.991
"descentralización",118,95393,3.92271,4.86871,0.991
"polonia",282,203238,9.37461,10.37294,0.991
"resultado",10058,6629215,334.36124,338.34454,0.991
"ce",249,181688,8.27758,9.27307,0.991
"cuestionar",1083,729926,36.00251,37.25426,0.991
"instituir",120,96948,3.98920,4.94807,0.991
"prender",287,206802,9.54083,10.55484,0.991
"formalmente",237,173967,7.87866,8.87900,0.991
"decente",189,142435,6.28299,7.26965,0.991
"episcopal",119,96418,3.95595,4.92102,0.991
"calar",109,90101,3.62352,4.59861,0.991
"proximidad",289,208469,9.60732,10.63993,0.991
"dotación",298,214421,9.90651,10.94371,0.991
"bastón",100,84261,3.32433,4.30055,0.991
"ansiar",120,97479,3.98920,4.97517,0.991
"espinoza",106,88332,3.52379,4.50832,0.991
"buscar",12219,8054943,406.20001,411.11145,0.990
"inconstitucional",127,102551,4.22190,5.23404,0.990
"ayala",138,109826,4.58758,5.60534,0.990
"interceptar",130,104577,4.32163,5.33744,0.990
"aval",234,173042,7.77893,8.83179,0.990
"incierto",177,135629,5.88407,6.92229,0.990
"interrogatorio",103,87000,3.42406,4.44034,0.990
"indefinido",280,203434,9.30813,10.38295,0.990
"manifestar",3204,2126689,106.51157,108.54281,0.990
"márquez",294,212686,9.77353,10.85515,0.990
"paliar",118,96922,3.92271,4.94674,0.990
"refuerzo",360,256147,11.96759,13.07333,0.990
"restringir",499,347612,16.58841,17.74156,0.990
"temporalmente",169,130589,5.61812,6.66505,0.990
"policial",1178,794581,39.16062,40.55415,0.990
"autenticar",107,90165,3.55703,4.60188,0.990
"especificidad",107,90212,3.55703,4.60428,0.990
"inhibir",153,120478,5.08623,6.14900,0.990
"difícilmente",227,169241,7.54623,8.63779,0.990
"desperdiciar",109,91758,3.62352,4.68318,0.990
"remedio",570,395257,18.94869,20.17329,0.990
"cordillera",207,156387,6.88137,7.98174,0.990
"connotación",100,85987,3.32433,4.38864,0.990
"golfo",269,197218,8.94245,10.06569,0.990
"via",241,178847,8.01164,9.12807,0.990
"escombro",121,99923,4.02244,5.09991,0.990
"culto",599,414610,19.91274,21.16103,0.990
"gesto",789,539692,26.22897,27.54502,0.990
"permanencia",388,275819,12.89840,14.07736,0.990
"restar",519,362149,17.25328,18.48351,0.990
"arce",103,88362,3.42406,4.50986,0.990
"garzón",127,104297,4.22190,5.32315,0.990
"estela",134,109071,4.45460,5.56681,0.989
"racionalidad",134,109125,4.45460,5.56957,0.989
"callejón",112,94650,3.72325,4.83078,0.989
"flaco",126,103875,4.18866,5.30161,0.989
"alimentario",778,533118,25.86329,27.20949,0.989
"inca",135,109849,4.48785,5.60652,0.989
"viviente",138,111856,4.58758,5.70895,0.989
"exactitud",181,140260,6.01704,7.15865,0.989
"barril",227,170591,7.54623,8.70669,0.989
"entablar",163,128627,5.41866,6.56492,0.989
"inminente",251,186718,8.34407,9.52979,0.989
"arreglar",779,534437,25.89654,27.27681,0.989
"aliviar",392,279609,13.03138,14.27080,0.989
"defraudar",139,113062,4.62082,5.77050,0.989
"carne",1699,1140349,56.48038,58.20159,0.989
"alias",184,142800,6.11677,7.28828,0.989
"semejanza",135,110586,4.48785,5.64413,0.989
"paises",195,150099,6.48245,7.66081,0.989
"vetar",113,96227,3.75649,4.91127,0.989
"migrante",369,264829,12.26678,13.51645,0.989
"efectivamente",898,613272,29.85249,31.30042,0.989
"nacionalismo",217,164840,7.21380,8.41317,0.989
"reja",117,99198,3.88947,5.06291,0.989
"calzar",120,101177,3.98920,5.16391,0.989
"maldad",114,97313,3.78974,4.96670,0.989
"evo",207,158675,6.88137,8.09852,0.989
"sao",100,88202,3.32433,4.50169,0.989
"desequilibrio",193,149516,6.41596,7.63106,0.989
"precursor",135,111311,4.48785,5.68114,0.989
"peculiaridad",121,102392,4.02244,5.22592,0.989
"autoría",159,127514,5.28569,6.50811,0.989
"idiota",171,135473,5.68461,6.91433,0.988
"hrs",208,159860,6.91461,8.15900,0.988
"colmar",131,109226,4.35487,5.57472,0.988
"validez",397,284581,13.19759,14.52456,0.988
"argumentación",191,148840,6.34947,7.59656,0.988
"quema",131,109333,4.35487,5.58018,0.988
"días",110,95672,3.65676,4.88295,0.988
"posar",342,248628,11.36921,12.68958,0.988
"interferir",173,137339,5.75109,7.00956,0.988
"abusar",277,206025,9.20840,10.51519,0.988
"dañino",150,122382,4.98650,6.24618,0.988
"siempre",16257,10739387,540.43652,548.12122,0.988
"desvanecer",102,90852,3.39082,4.63694,0.988
"imposibilidad",272,202979,9.04218,10.35972,0.988
"frigorífico",120,102792,3.98920,5.24634,0.988
"ario",188,147636,6.24974,7.53511,0.988
"cuota",1222,829341,40.62333,42.32824,0.988
"especular",183,144411,6.08353,7.37051,0.988
"rigor",362,262435,12.03408,13.39426,0.988
"periodista",2188,1466626,72.73637,74.85425,0.988
"elogio",125,106503,4.15541,5.43574,0.988
"deteriorar",254,191570,8.44380,9.77743,0.988
"tributo",327,239747,10.87056,12.23630,0.988
"selecto",122,104600,4.05568,5.33862,0.988
"parejo",189,148795,6.28299,7.59426,0.988
"disolución",183,144857,6.08353,7.39327,0.988
"velo",110,96733,3.65676,4.93710,0.988
"azteca",164,132446,5.45190,6.75983,0.988
"invento",194,152289,6.44920,7.77259,0.988
"senador",1037,708233,34.47331,36.14708,0.988
"trascendente",112,98291,3.72325,5.01662,0.988
"tremendamente",116,101195,3.85622,5.16483,0.988
"expreso",216,167190,7.18055,8.53311,0.988
"torres",792,547115,26.32870,27.92388,0.988
"federativo",118,102591,3.92271,5.23608,0.988
"simultáneo",287,214346,9.54083,10.93988,0.987
"setiembre",183,145784,6.08353,7.44058,0.987
"esparcir",153,125995,5.08623,6.43058,0.987
"socorro",109,97094,3.62352,4.95552,0.987
"imss",107,95779,3.55703,4.88841,0.987
"brecha",326,240320,10.83732,12.26555,0.987
"sudar",111,98490,3.69001,5.02677,0.987
"cordón",205,160625,6.81488,8.19804,0.987
"templar",163,133016,5.41866,6.78892,0.987
"coordinar",1043,713812,34.67277,36.43183,0.987
"zanahoria",101,92259,3.35757,4.70875,0.987
"urbano",2674,1790620,88.89261,91.39039,0.987
"erar",102,93260,3.39082,4.75984,0.987
"descansar",780,540822,25.92978,27.60269,0.987
"omisión",308,229391,10.23894,11.70775,0.987
"invitación",606,426105,20.14545,21.74772,0.987
"quieto",107,96821,3.55703,4.94159,0.987
"portar",599,421680,19.91274,21.52187,0.987
"entender",7690,5102620,255.64105,260.42957,0.987
"pt",101,93134,3.35757,4.75341,0.987
"condiciones",123,107711,4.08893,5.49740,0.987
"suspiro",125,109214,4.15541,5.57411,0.987
"entrenar",916,631739,30.45087,32.24295,0.986
"prometedor",133,115007,4.42136,5.86977,0.986
"veracidad",119,105805,3.95595,5.40012,0.986
"colapso",155,129620,5.15271,6.61560,0.986
"estudioso",146,123719,4.85352,6.31442,0.986
"comprensible",120,106576,3.98920,5.43947,0.986
"olla",171,140372,5.68461,7.16436,0.986
"observador",282,213732,9.37461,10.90854,0.986
"revolver",159,132514,5.28569,6.76330,0.986
"ambicioso",312,233568,10.37191,11.92094,0.986
"sustraer",150,126642,4.98650,6.46361,0.986
"ucrania",136,117613,4.52109,6.00278,0.986
"salvaje",472,339625,15.69084,17.33392,0.986
"fingir",134,116457,4.45460,5.94378,0.986
"sumario",178,145652,5.91731,7.43385,0.986
"pato",146,124614,4.85352,6.36010,0.986
"pedagógico",526,375693,17.48598,19.17477,0.986
"asunto",2615,1756060,86.93126,89.62650,0.986
"bondad",257,198110,8.54353,10.11122,0.986
"consciencia",142,122168,4.72055,6.23526,0.986
"borracho",112,102378,3.72325,5.22521,0.986
"arder",185,150794,6.15001,7.69628,0.986
"jovencito",106,98632,3.52379,5.03402,0.986
"suministrar",562,400003,18.68274,20.41552,0.986
"orilla",435,316124,14.46084,16.13446,0.986
"educador",275,210405,9.14191,10.73874,0.986
"atras",105,98169,3.49055,5.01039,0.986
"fantasma",405,296530,13.46354,15.13442,0.985
"ramiro",114,104437,3.78974,5.33030,0.985
"agosto",3378,2262015,112.29590,115.44963,0.985
"aurora",140,121809,4.65406,6.21694,0.985
"licenciado",201,162140,6.68191,8.27537,0.985
"ausente",253,196847,8.41056,10.04676,0.985
"acosta",195,158712,6.48245,8.10041,0.985
"destrozar",256,199060,8.51029,10.15970,0.985
"consentir",205,165376,6.81488,8.44053,0.985
"quedar",16592,11001425,551.57300,561.49518,0.985
"ficticio",138,121135,4.58758,6.18254,0.985
"lula",106,100018,3.52379,5.10476,0.985
"solemne",119,108778,3.95595,5.55186,0.985
"alerta",681,480648,22.63869,24.53151,0.985
"pánico",193,158022,6.41596,8.06519,0.985
"tiburón",124,112587,4.12217,5.74626,0.985
"deterioro",440,321654,14.62706,16.41671,0.985
"salazar",211,170260,7.01434,8.68980,0.985
"pinta",235,186155,7.81218,9.50105,0.985
"resguardar",162,138044,5.38542,7.04555,0.984
"previsible",141,124177,4.68731,6.33780,0.984
"impregnar",148,128809,4.92001,6.57421,0.984
"legitimación",120,110321,3.98920,5.63061,0.984
"cal",128,115654,4.25514,5.90280,0.984
"asilo",147,128268,4.88677,6.54659,0.984
"andino",342,257367,11.36921,13.13560,0.984
"paja",121,111226,4.02244,5.67680,0.984
"enfrente",161,137771,5.35217,7.03161,0.984
"palanca",117,108736,3.88947,5.54971,0.984
"aclaración",199,163011,6.61542,8.31982,0.984
"delictivo",260,203630,8.64326,10.39295,0.984
"pluralidad",104,100396,3.45730,5.12405,0.984
"corresponder",3576,2398397,118.87807,122.41035,0.984
"sumo",331,250886,11.00354,12.80482,0.984
"e",113,106607,3.75649,5.44105,0.984
"injustificado",103,100014,3.42406,5.10455,0.984
"supremo",1313,900955,43.64846,45.98330,0.984
"inundar",255,200709,8.47704,10.24387,0.984
"magnificar",125,114663,4.15541,5.85222,0.984
"planeación",263,206106,8.74299,10.51932,0.984
"ibarra",104,100857,3.45730,5.14758,0.984
"procurar",672,476930,22.33950,24.34175,0.984
"mosquito",127,116191,4.22190,5.93020,0.984
"escolaridad",114,107718,3.78974,5.49776,0.984
"mismo",35473,23518207,1179.23987,1200.33179,0.984
"viudo",215,174674,7.14731,8.91508,0.984
"reproducción",586,420324,19.48058,21.45267,0.984
"fué",249,197251,8.27758,10.06738,0.984
"montes",165,141638,5.48515,7.22898,0.984
"can",198,163513,6.58218,8.34544,0.984
"apetito",143,127227,4.75379,6.49346,0.984
"ps",108,104063,3.59028,5.31121,0.984
"procuraduría",259,204147,8.61002,10.41934,0.984
"united",156,136060,5.18596,6.94429,0.984
"arrojar",696,493774,23.13734,25.20144,0.984
"secta",105,102397,3.49055,5.22618,0.984
"vigilar",485,354170,16.12300,18.07627,0.983
"trago",119,111806,3.95595,5.70640,0.983
"revuelta",107,103887,3.55703,5.30223,0.983
"despacio",117,110565,3.88947,5.64306,0.983
"civilización",423,313365,14.06192,15.99365,0.983
"puramente",174,148476,5.78434,7.57798,0.983
"terminar",7048,4702082,234.29886,239.98677,0.983
"íntegro",132,120982,4.38812,6.17473,0.983
"deprimir",110,106468,3.65676,5.43396,0.983
"sufragio",109,105907,3.62352,5.40532,0.983
"contingencia",155,136520,5.15271,6.96776,0.983
"absolver",136,123969,4.52109,6.32718,0.983
"planetario",134,122784,4.45460,6.26670,0.983
"ganar",7344,4900504,244.13887,250.11392,0.983
"alcance",1420,975011,47.20550,49.76300,0.983
"arca",153,135570,5.08623,6.91928,0.983
"encomendar",218,178762,7.24704,9.12373,0.983
"retorno",539,392124,17.91814,20.01338,0.983
"santa",699,498320,23.23707,25.43346,0.982
"insignia",127,119158,4.22190,6.08163,0.982
"magno",209,173883,6.94785,8.87471,0.982
"fuertemente",341,261591,11.33597,13.35119,0.982
"tristeza",352,268886,11.70164,13.72351,0.982
"desafortunadamente",103,103850,3.42406,5.30034,0.982
"tontería",135,125178,4.48785,6.38889,0.982
"disolver",300,234779,9.97299,11.98275,0.982
"company",135,125580,4.48785,6.40940,0.982
"neutral",140,129036,4.65406,6.58579,0.982
"óptica",152,137171,5.05298,7.00099,0.982
"urgencia",643,462914,21.37545,23.62639,0.982
"frágil",174,151934,5.78434,7.75447,0.982
"izar",124,118799,4.12217,6.06331,0.982
"entusiasmar",159,142024,5.28569,7.24868,0.982
"pero",68319,45366594,2271.14966,2315.43848,0.982
"caducidad",115,112982,3.82298,5.76642,0.982
"congregar",138,128245,4.58758,6.54542,0.982
"noruego",298,234484,9.90651,11.96769,0.982
"retornar",264,212084,8.77623,10.82443,0.982
"escobar",172,151131,5.71785,7.71348,0.981
"conocedor",135,126621,4.48785,6.46253,0.981
"recaer",349,268710,11.60192,13.71453,0.981
"insulto",232,191107,7.71245,9.75380,0.981
"intervenir",1516,1043285,50.39686,53.24760,0.981
"america",138,128849,4.58758,6.57625,0.981
"oficial",5070,3402398,168.54359,173.65295,0.981
"técnicamente",136,127585,4.52109,6.51173,0.981
"corea",444,332153,14.76003,16.95256,0.981
"milenio",220,183698,7.31353,9.37565,0.981
"coco",208,175779,6.91461,8.97148,0.981
"credo",155,140672,5.15271,7.17967,0.981
"coser",108,109654,3.59028,5.59657,0.981
"revestir",120,117966,3.98920,6.02080,0.981
"realismo",152,139306,5.05298,7.10996,0.981
"nido",151,138852,5.01974,7.08678,0.981
"inmediación",155,141531,5.15271,7.22352,0.981
"percatar",189,164140,6.28299,8.37744,0.981
"intermedio",634,459961,21.07626,23.47568,0.981
"méndez",232,192968,7.71245,9.84878,0.981
"iniciativa",3283,2219738,109.13779,113.29188,0.981
"enunciar",130,125283,4.32163,6.39424,0.981
"poder",115942,77058604,3854.29590,3932.94800,0.980
"concesión",824,586370,27.39249,29.92739,0.980
"claramente",1272,883985,42.28549,45.11718,0.980
"economista",385,295074,12.79867,15.06011,0.980
"generalidad",103,107735,3.42406,5.49862,0.980
"abusivo",128,124384,4.25514,6.34836,0.980
"censura",249,204825,8.27758,10.45394,0.980
"iris",108,111219,3.59028,5.67644,0.980
"tapar",491,365783,16.32247,18.66898,0.980
"destino",2616,1778006,86.96450,90.74659,0.980
"pureza",130,126034,4.32163,6.43257,0.980
"cuantitativo",209,178681,6.94785,9.11959,0.980
"perdonar",559,411393,18.58301,20.99684,0.980
"laico",162,147628,5.38542,7.53470,0.980
"embrión",119,119073,3.95595,6.07730,0.980
"estricto",511,379758,16.98733,19.38224,0.980
"desvío",110,113233,3.65676,5.77923,0.980
"inseguridad",389,298693,12.93165,15.24481,0.980
"costumbre",1010,711514,33.57574,36.31454,0.980
"ad",252,207703,8.37731,10.60083,0.980
"fax",120,119968,3.98920,6.12298,0.980
"apelar",380,292879,12.63246,14.94808,0.980
"enclave",106,110898,3.52379,5.66006,0.980
"anticipación",111,114276,3.69001,5.83246,0.980
"llanto",105,110407,3.49055,5.63500,0.980
"adjetivo",123,122477,4.08893,6.25103,0.980
"confesión",179,159715,5.95055,8.15160,0.980
"arrestar",176,157746,5.85082,8.05110,0.980
"por",260355,173165794,8655.06250,8838.10645,0.980
"ano",177,158743,5.88407,8.10199,0.979
"tijuana",149,140181,4.95325,7.15461,0.979
"águila",146,138193,4.85352,7.05315,0.979
"ético",633,462091,21.04302,23.58439,0.979
"misión",1974,1354091,65.62229,69.11064,0.979
"austeridad",109,113908,3.62352,5.81368,0.979
"prometer",1124,789057,37.36548,40.27221,0.979
"ejemplar",849,606181,28.22357,30.93851,0.979
"martillo",138,133299,4.58758,6.80337,0.979
"consuelo",143,136699,4.75379,6.97690,0.979
"postular",374,290371,12.43300,14.82007,0.979
"pariente",202,176002,6.71515,8.98286,0.979
"interrumpir",491,368527,16.32247,18.80903,0.979
"balance",719,520289,23.90194,26.55472,0.979
"incompatible",125,125131,4.15541,6.38649,0.979
"lanzar",3263,2212871,108.47292,112.94141,0.979
"gota",387,299768,12.86516,15.29968,0.979
"apunte",157,146874,5.21920,7.49621,0.979
"nadar",210,182321,6.98110,9.30537,0.979
"volcar",279,228251,9.27488,11.64957,0.979
"acento",190,169070,6.31623,8.62906,0.979
"lamento",108,114512,3.59028,5.84451,0.979
"humildad",160,149514,5.31893,7.63096,0.979
"único",8893,5963460,295.63275,304.36548,0.978
"piña",104,112680,3.45730,5.75101,0.978
"cría",191,170743,6.34947,8.71445,0.978
"pesquero",241,204088,8.01164,10.41633,0.978
"pala",107,114875,3.55703,5.86304,0.978
"boleta",111,117558,3.69001,5.99997,0.978
"encuadrar",107,114921,3.55703,5.86538,0.978
"johnson",135,133582,4.48785,6.81781,0.978
"prioritario",304,246133,10.10597,12.56224,0.978
"tigre",238,202250,7.91191,10.32252,0.978
"rienda",122,125110,4.05568,6.38542,0.978
"simulación",245,207128,8.14461,10.57148,0.978
"meramente",152,145242,5.05298,7.41292,0.978
"estrato",127,128678,4.22190,6.56752,0.978
"infinito",543,405744,18.05112,20.70853,0.978
"caballero",676,494593,22.47248,25.24324,0.978
"deshacer",344,273569,11.43570,13.96253,0.978
"armónico",112,119120,3.72325,6.07969,0.978
"acercamiento",347,275907,11.53543,14.08185,0.978
"incumplir",277,229464,9.20840,11.71148,0.978
"atar",511,385403,16.98733,19.67035,0.978
"emplazar",138,137089,4.58758,6.99680,0.977
"iv",928,663626,30.84979,33.87041,0.977
"rivas",162,153329,5.38542,7.82567,0.977
"editorial",1414,987819,47.00604,50.41671,0.977
"caracterización",155,148767,5.15271,7.59283,0.977
"libre",5535,3734335,184.00172,190.59451,0.977
"prudente",118,124303,3.92271,6.34423,0.977
"asombroso",147,143761,4.88677,7.33733,0.977
"with",117,123856,3.88947,6.32141,0.977
"poste",124,128650,4.12217,6.56609,0.977
"preciar",165,156019,5.48515,7.96296,0.977
"palacios",112,120827,3.72325,6.16682,0.977
"desventaja",230,199630,7.64596,10.18880,0.977
"factible",151,146998,5.01974,7.50254,0.977
"pib",401,313784,13.33057,16.01504,0.977
"gallo",146,143783,4.85352,7.33846,0.977
"aledaño",102,114460,3.39082,5.84186,0.977
"cualidad",594,442616,19.74653,22.59041,0.977
"colina",156,150607,5.18596,7.68674,0.977
"plomo",145,143351,4.82028,7.31641,0.977
"cansar",757,551561,25.16519,28.15079,0.977
"como",134744,89916242,4479.33643,4589.18115,0.977
"cansancio",187,171801,6.21650,8.76845,0.977
"ponderar",121,127820,4.02244,6.52373,0.977
"imprenta",132,135163,4.38812,6.89850,0.977
"cuidadosamente",136,137998,4.52109,7.04320,0.976
"sencillez",129,133397,4.28839,6.80837,0.976
"aeronave",180,167611,5.98380,8.55460,0.976
"sub",268,226366,8.90921,11.55336,0.976
"esquema",890,641417,29.58655,32.73690,0.976
"borrador",130,134382,4.32163,6.85864,0.976
